accession,representation,n_components,detrend_bp,auc,mean_in,mean_out,contrast
NC_008577.1,NT-v2-50M,8,100000,0.5060541310541311,2.9862654209136963,3.1732523441314697,0.9410740455093077
NC_008577.1,NT-v2-50M,8,250000,0.48522079772079774,3.021965980529785,3.2312722206115723,0.9352248198877616
NC_008577.1,NT-v2-50M,8,1000000,0.5146011396011396,3.038708209991455,3.1845459938049316,0.954204528966709
NC_008577.1,NT-v2-50M,16,0,0.6240206552706553,4.933530330657959,4.516901016235352,1.0922378668306199
NC_008577.1,NT-v2-50M,16,100000,0.6148504273504274,4.607287883758545,4.35768985748291,1.0572776022247272
NC_008577.1,NT-v2-50M,16,250000,0.6293625356125356,4.846036434173584,4.4337005615234375,1.0930003880344292
NC_008577.1,NT-v2-50M,16,1000000,0.6056801994301995,4.825446605682373,4.51908016204834,1.067793982989487
NC_008577.1,NT-v2-50M,24,0,0.6351495726495726,5.9275689125061035,5.364363670349121,1.1049901305666565
NC_008577.1,NT-v2-50M,24,100000,0.6358618233618234,5.594613075256348,5.185912132263184,1.0788098472495335
NC_008577.1,NT-v2-50M,24,250000,0.6437856125356125,5.83881950378418,5.270784854888916,1.1077704107706812
NC_008577.1,NT-v2-50M,24,1000000,0.6138710826210826,5.840332508087158,5.343613624572754,1.0929556136376009
NC_008577.1,NT-v2-50M,48,0,0.6581196581196581,8.140111923217773,7.375206470489502,1.103713090038753
NC_008577.1,NT-v2-50M,48,100000,0.6879451566951567,7.881721019744873,7.243114948272705,1.088167325250645
NC_008577.1,NT-v2-50M,48,250000,0.6787749287749287,8.075462341308594,7.2976789474487305,1.1065795576183544
NC_008577.1,NT-v2-50M,48,1000000,0.6362179487179487,8.030863761901855,7.358635425567627,1.091352308880335
NC_008577.1,compositional,11,0,0.8783831908831908,10.620812711796269,3.649276694164202,2.910388441846766
NC_008595.1,DNABERT-S,8,0,0.7519688644688645,2.9330544471740723,2.6560323238372803,1.104299228910199
NC_008595.1,DNABERT-S,8,100000,0.42875457875457873,2.6625988483428955,2.723053216934204,0.9777990498990791
NC_008595.1,DNABERT-S,8,250000,0.598489010989011,2.8024685382843018,2.676511287689209,1.0470602351555331
NC_008595.1,DNABERT-S,8,1000000,0.7392399267399268,2.91983962059021,2.6605124473571777,1.0974726404646726
NC_008595.1,DNABERT-S,16,0,0.7588369963369963,4.229483604431152,3.7976248264312744,1.1137181258649256
NC_008595.1,DNABERT-S,16,100000,0.5939102564102564,4.039671421051025,3.8502159118652344,1.0492064636172598
NC_008595.1,DNABERT-S,16,250000,0.7027930402930402,4.153478145599365,3.7997419834136963,1.0930947847853267
NC_008595.1,DNABERT-S,16,1000000,0.7576923076923077,4.224645137786865,3.800117254257202,1.1117144169838633
NC_008595.1,DNABERT-S,24,0,0.8539835164835164,5.512296199798584,4.705381393432617,1.1714876518813526
NC_008595.1,DNABERT-S,24,100000,0.8163461538461538,5.391266822814941,4.752851486206055,1.1343225931762702
NC_008595.1,DNABERT-S,24,250000,0.8376831501831502,5.4386138916015625,4.714602470397949,1.1535678619246346
NC_008595.1,DNABERT-S,24,1000000,0.8554487179487179,5.535057544708252,4.713529586791992,1.174291460950686
NC_008595.1,DNABERT-S,48,0,0.8869505494505494,8.058703422546387,6.752549648284912,1.1934311989239836
NC_008595.1,DNABERT-S,48,100000,0.8685897435897436,8.005230903625488,6.843878269195557,1.1696921816475323
NC_008595.1,DNABERT-S,48,250000,0.8783882783882784,7.9987921714782715,6.773101806640625,1.180964408896959
NC_008595.1,DNABERT-S,48,1000000,0.8792124542124542,8.089783668518066,6.73974609375,1.2003098567793233
NC_008595.1,DNABERT-2,8,0,0.7522435897435897,3.2642123699188232,2.7436025142669678,1.1897541108614094
NC_008595.1,DNABERT-2,8,100000,0.5596611721611722,2.9597747325897217,2.8300981521606445,1.0458205240443958
NC_008595.1,DNABERT-2,8,250000,0.7684065934065935,3.3526718616485596,2.783968687057495,1.2042778631939834
NC_008595.1,DNABERT-2,8,1000000,0.7562728937728938,3.3346548080444336,2.7822368144989014,1.1985517518374964
NC_008595.1,DNABERT-2,16,0,0.7319139194139194,4.417250156402588,3.918118715286255,1.1273905864998444
NC_008595.1,DNABERT-2,16,100000,0.5614468864468865,4.159030437469482,4.022329330444336,1.0339855580671824
NC_008595.1,DNABERT-2,16,250000,0.7229395604395604,4.46550989151001,3.961641550064087,1.1271867570749232
NC_008595.1,DNABERT-2,16,1000000,0.7486263736263736,4.527234077453613,3.960862636566162,1.1429919421236134
NC_008595.1,DNABERT-2,24,0,0.7992216117216118,5.476483345031738,4.7712788581848145,1.1478019851296664
NC_008595.1,DNABERT-2,24,100000,0.6741300366300367,5.272926330566406,4.870535373687744,1.0826173974739024
NC_008595.1,DNABERT-2,24,250000,0.7966575091575091,5.5272650718688965,4.800453186035156,1.1514048481814354
NC_008595.1,DNABERT-2,24,1000000,0.8279304029304029,5.6153564453125,4.777802467346191,1.1753010895051768
NC_008595.1,DNABERT-2,48,0,0.7976190476190477,7.552511215209961,6.766942024230957,1.1160892450631394
NC_008595.1,DNABERT-2,48,100000,0.720054945054945,7.458829879760742,6.856493949890137,1.0878489697902025
NC_008595.1,DNABERT-2,48,250000,0.8032967032967033,7.621199607849121,6.792329788208008,1.1220302672994609
NC_008595.1,DNABERT-2,48,1000000,0.8258241758241758,7.681609630584717,6.775660991668701,1.1337063114624482
NC_008595.1,NT-v2-50M,8,0,0.26121794871794873,2.5636932849884033,2.9566025733947754,0.86710784467889
NC_008595.1,NT-v2-50M,8,100000,0.12431318681318682,2.285459041595459,2.945957660675049,0.7757949382992013
NC_008595.1,NT-v2-50M,8,250000,0.2342032967032967,2.4998157024383545,2.9278268814086914,0.8538126753025767
NC_008595.1,NT-v2-50M,8,1000000,0.16314102564102564,2.369163990020752,2.9487383365631104,0.8034500588418167
NC_008595.1,NT-v2-50M,16,0,0.27344322344322347,3.711331844329834,4.057774066925049,0.9146225943383423
NC_008595.1,NT-v2-50M,16,100000,0.186492673992674,3.5483739376068115,4.0644941329956055,0.8730173599713369
NC_008595.1,NT-v2-50M,16,250000,0.2504120879120879,3.6659066677093506,4.038223743438721,0.907801771426284
NC_008595.1,NT-v2-50M,16,1000000,0.2488095238095238,3.64575457572937,4.058420181274414,0.8983186592041192
NC_008595.1,NT-v2-50M,24,0,0.38392857142857145,4.719054698944092,4.943498134613037,0.9545982562231685
NC_008595.1,NT-v2-50M,24,100000,0.3249084249084249,4.6260085105896,4.950758457183838,0.9344040010429094
NC_008595.1,NT-v2-50M,24,250000,0.3631410256410256,4.692224502563477,4.937748908996582,0.9502760446190854
NC_008595.1,NT-v2-50M,24,1000000,0.38177655677655675,4.695626258850098,4.92351770401001,0.9537136943827167
NC_008595.1,NT-v2-50M,48,0,0.42115384615384616,6.818471431732178,6.986407279968262,0.975962488084885
NC_008595.1,NT-v2-50M,48,100000,0.39084249084249084,6.75883674621582,7.003161430358887,0.9651122301588091
NC_008595.1,NT-v2-50M,48,250000,0.41336996336996334,6.7895026206970215,6.973759651184082,0.97357852296275
NC_008595.1,NT-v2-50M,48,1000000,0.45132783882783883,6.821076393127441,6.96304178237915,0.9796115844642825
NC_008595.1,compositional,11,0,0.8807692307692307,6.202569493806651,2.617550033506374,2.369608761784743
NC_008600.1,DNABERT-S,8,0,0.9734450284713096,3.883512496948242,2.6167306900024414,1.4841085908403584
NC_008600.1,DNABERT-S,8,100000,0.9681887866841875,3.944355010986328,2.6578075885772705,1.4840634167568725
NC_008600.1,DNABERT-S,8,250000,0.9575394218134035,3.8991897106170654,2.6529297828674316,1.4697674004785033
NC_008600.1,DNABERT-S,8,1000000,0.9235107314936487,3.9222075939178467,2.7066235542297363,1.4491145574302249
NC_008600.1,DNABERT-S,16,0,0.9674496276828735,5.403353214263916,3.794473648071289,1.4240059927706736
NC_008600.1,DNABERT-S,16,100000,0.9765385457731056,5.648278713226318,3.851184844970703,1.4666340205930277
NC_008600.1,DNABERT-S,16,250000,0.9642466053438458,5.605440616607666,3.853019952774048,1.4548174380908494
NC_008600.1,DNABERT-S,16,1000000,0.9208826106000876,5.560966491699219,3.9345500469207764,1.4133678375882637
NC_008600.1,DNABERT-S,24,0,0.9613857862461673,6.6938700675964355,4.734930992126465,1.4137207234334388
NC_008600.1,DNABERT-S,24,100000,0.9592778142794569,6.79646635055542,4.792973041534424,1.4180063796852898
NC_008600.1,DNABERT-S,24,250000,0.9534466710468682,6.813236236572266,4.800044059753418,1.4194111870136181
NC_008600.1,DNABERT-S,24,1000000,0.9216902102496715,6.794414520263672,4.8841071128845215,1.3911272548342895
NC_008600.1,DNABERT-S,48,0,0.9650678931230836,10.02664852142334,6.820170879364014,1.4701462322243652
NC_008600.1,DNABERT-S,48,100000,0.9660397503285151,10.065303802490234,6.912574768066406,1.4560860663653572
NC_008600.1,DNABERT-S,48,250000,0.9587029128339903,10.09892749786377,6.91367769241333,1.460717138860226
NC_008600.1,DNABERT-S,48,1000000,0.9422497809899255,10.01998233795166,6.997840404510498,1.431867799027429
NC_008600.1,DNABERT-2,8,0,0.8988173455978975,3.7404909133911133,2.8014962673187256,1.335176118928435
NC_008600.1,DNABERT-2,8,100000,0.8817619360490583,4.4993062019348145,3.112495183944702,1.4455624622790584
NC_008600.1,DNABERT-2,8,250000,0.9054424003504161,4.619242191314697,3.113302707672119,1.4837112304985596
NC_008600.1,DNABERT-2,8,1000000,0.919951817783618,4.388596057891846,3.040024995803833,1.4436052545454245
NC_008600.1,DNABERT-2,16,0,0.8778745072273325,4.859870910644531,4.060844898223877,1.1967634894822332
NC_008600.1,DNABERT-2,16,100000,0.8439279456855016,5.479029178619385,4.333105087280273,1.2644579506513571
NC_008600.1,DNABERT-2,16,250000,0.8689772229522558,5.58056116104126,4.331921100616455,1.2882416441627058
NC_008600.1,DNABERT-2,16,1000000,0.8674989049496277,5.342887878417969,4.29445743560791,1.2441357164509061
NC_008600.1,DNABERT-2,24,0,0.9052507665352606,6.208797454833984,4.961963653564453,1.2512783019629459
NC_008600.1,DNABERT-2,24,100000,0.9156811213315813,6.726353168487549,5.209672451019287,1.2911278457000726
NC_008600.1,DNABERT-2,24,250000,0.9190484012264564,6.755653381347656,5.200522422790527,1.29903360318994
NC_008600.1,DNABERT-2,24,1000000,0.903964082347788,6.555625915527344,5.179623603820801,1.265656815427963
NC_008600.1,DNABERT-2,48,0,0.920376149802891,8.472044944763184,6.95948600769043,1.2173377366376386
NC_008600.1,DNABERT-2,48,100000,0.9199107533946561,8.834095001220703,7.18004846572876,1.2303670432570069
NC_008600.1,DNABERT-2,48,250000,0.9195685501533071,8.827296257019043,7.173986911773682,1.230458929682742
NC_008600.1,DNABERT-2,48,1000000,0.8838014673674989,8.669297218322754,7.2023749351501465,1.2036720243503995
NC_008600.1,NT-v2-50M,8,0,0.29860654840122647,2.4055252075195312,2.8545515537261963,0.8426981129065518
NC_008600.1,NT-v2-50M,8,100000,0.4457265659220324,2.7219650745391846,2.8906383514404297,0.941648433185288
NC_008600.1,NT-v2-50M,8,250000,0.5054341874726237,2.8123319149017334,2.881366014480591,0.9760411904520565
NC_008600.1,NT-v2-50M,8,1000000,0.449312855891371,2.7252070903778076,2.9144232273101807,0.935075957685457
NC_008600.1,NT-v2-50M,16,0,0.7929259745948314,5.000136852264404,4.07524299621582,1.226954283930411
NC_008600.1,NT-v2-50M,16,100000,0.8425317564607971,5.233813762664795,4.125629901885986,1.2686096152910407
NC_008600.1,NT-v2-50M,16,250000,0.8292268944371441,5.170598030090332,4.108400344848633,1.2585428867889052
NC_008600.1,NT-v2-50M,16,1000000,0.7976073149364871,5.080570220947266,4.152146339416504,1.2236009537325778
NC_008600.1,NT-v2-50M,24,0,0.8148954226894437,6.078731060028076,4.988966941833496,1.2184348244636956
NC_008600.1,NT-v2-50M,24,100000,0.8601757555847569,6.268190383911133,5.056354999542236,1.2396658036230856
NC_008600.1,NT-v2-50M,24,250000,0.8355918747262374,6.1985697746276855,5.046219825744629,1.2283590467074061
NC_008600.1,NT-v2-50M,24,1000000,0.7911328296101621,6.075891971588135,5.09923791885376,1.1915294144490347
NC_008600.1,NT-v2-50M,48,0,0.7748302671922909,8.032264709472656,7.041102886199951,1.1407679790072818
NC_008600.1,NT-v2-50M,48,100000,0.8171676522120017,8.219715118408203,7.132393836975098,1.152448295240837
NC_008600.1,NT-v2-50M,48,250000,0.7983190976784932,8.137921333312988,7.120128154754639,1.1429459072135792
NC_008600.1,NT-v2-50M,48,1000000,0.7334373631187034,7.998600006103516,7.188802719116211,1.1126470315889905
NC_008600.1,compositional,11,0,0.7404163912756113,4.33377238331744,2.884322307598739,1.5025270830170847
NC_008819.1,DNABERT-S,8,0,0.8040858318636096,3.0218677520751953,2.6080148220062256,1.1586850375913937
NC_008819.1,DNABERT-S,8,100000,0.5689300411522634,2.690086841583252,2.6720845699310303,1.0067371638812639
NC_008819.1,DNABERT-S,8,250000,0.6224279835390947,2.772091865539551,2.645547389984131,1.0478330027405705
NC_008819.1,DNABERT-S,8,1000000,0.6619635508524397,2.9340198040008545,2.7316410541534424,1.0740868751916348
NC_008819.1,DNABERT-S,16,0,0.7239858906525574,4.068634510040283,3.782762050628662,1.075572413909596
NC_008819.1,DNABERT-S,16,100000,0.6662257495590829,4.02880334854126,3.883610963821411,1.0373859240980672
NC_008819.1,DNABERT-S,16,250000,0.6425631981187536,3.9948043823242188,3.872832775115967,1.0314941579693173
NC_008819.1,DNABERT-S,16,1000000,0.5927395649617871,3.996515989303589,3.944819211959839,1.0131049801184846
NC_008819.1,DNABERT-S,24,0,0.7135508524397414,5.004231929779053,4.7109503746032715,1.062255284359789
NC_008819.1,DNABERT-S,24,100000,0.6525573192239859,4.950763702392578,4.811539173126221,1.0289355493651522
NC_008819.1,DNABERT-S,24,250000,0.6531452087007642,4.951935768127441,4.788456439971924,1.034140297652259
NC_008819.1,DNABERT-S,24,1000000,0.5584950029394474,4.866064071655273,4.879406929016113,0.9972654755885404
NC_008819.1,DNABERT-S,48,0,0.7304526748971193,7.450002193450928,6.835042953491211,1.0899715252916746
NC_008819.1,DNABERT-S,48,100000,0.7004703115814227,7.434690952301025,6.972989082336426,1.0662129059020264
NC_008819.1,DNABERT-S,48,250000,0.682392710170488,7.345911502838135,6.935530185699463,1.059170864541091
NC_008819.1,DNABERT-S,48,1000000,0.5774544385655497,7.1361565589904785,7.021736145019531,1.0162951742429263
NC_008819.1,DNABERT-2,8,0,0.6490299823633157,3.202432870864868,2.9057962894439697,1.1020844380930985
NC_008819.1,DNABERT-2,8,100000,0.5743680188124632,2.895559787750244,2.8574411869049072,1.0133401173819525
NC_008819.1,DNABERT-2,8,250000,0.6271310993533216,3.065070629119873,2.8949944972991943,1.0587483437289247
NC_008819.1,DNABERT-2,8,1000000,0.6031746031746031,3.172456979751587,2.9669713973999023,1.0692576890130323
NC_008819.1,DNABERT-2,16,0,0.49353321575543796,4.088281154632568,4.1659321784973145,0.981360468548781
NC_008819.1,DNABERT-2,16,100000,0.3533215755437978,3.8073647022247314,4.184291362762451,0.909918639057469
NC_008819.1,DNABERT-2,16,250000,0.4072604350382128,3.917726755142212,4.233593940734863,0.9253902972239649
NC_008819.1,DNABERT-2,16,1000000,0.42401528512639625,3.9892349243164062,4.315759181976318,0.9243414092650122
NC_008819.1,DNABERT-2,24,0,0.3852145796590241,4.735805511474609,5.091083526611328,0.9302156381289632
NC_008819.1,DNABERT-2,24,100000,0.23574368018812464,4.494843482971191,5.134273052215576,0.8754585970123943
NC_008819.1,DNABERT-2,24,250000,0.26278659611992944,4.5227460861206055,5.193871021270752,0.870785213494588
NC_008819.1,DNABERT-2,24,1000000,0.3211346266901822,4.5845866203308105,5.237575054168701,0.8753261906350798
NC_008819.1,DNABERT-2,48,0,0.4858906525573192,6.875611782073975,7.074642181396484,0.9718670719706671
NC_008819.1,DNABERT-2,48,100000,0.3592004703115814,6.687303066253662,7.159762382507324,0.9340118720408974
NC_008819.1,DNABERT-2,48,250000,0.3793356848912404,6.664040565490723,7.203805446624756,0.925072257276613
NC_008819.1,DNABERT-2,48,1000000,0.3497942386831276,6.600738525390625,7.267609596252441,0.908240658495788
NC_008819.1,NT-v2-50M,8,0,0.6910640799529688,3.117494821548462,2.8743555545806885,1.0845891408877015
NC_008819.1,NT-v2-50M,8,100000,0.5695179306290418,3.013427257537842,2.989989757537842,1.0078386556144259
NC_008819.1,NT-v2-50M,8,250000,0.5532039976484421,2.930706739425659,2.9606595039367676,0.9898830769052367
NC_008819.1,NT-v2-50M,8,1000000,0.5862727807172252,3.0068302154541016,2.972174644470215,1.0116600049221078
NC_008819.1,NT-v2-50M,16,0,0.5970017636684304,4.344316005706787,4.225096702575684,1.028216940705387
NC_008819.1,NT-v2-50M,16,100000,0.46164021164021163,4.200586318969727,4.353754043579102,0.9648193896402425
NC_008819.1,NT-v2-50M,16,250000,0.5060258671369783,4.201076984405518,4.312157154083252,0.9742402315804862
NC_008819.1,NT-v2-50M,16,1000000,0.48059964726631393,4.187648773193359,4.342303276062012,0.964384223524593
NC_008819.1,NT-v2-50M,24,0,0.4982363315696649,4.9893059730529785,5.075475692749023,0.9830223362473887
NC_008819.1,NT-v2-50M,24,100000,0.44767783656672544,4.973725318908691,5.183076858520508,0.959608636852903
NC_008819.1,NT-v2-50M,24,250000,0.4636978248089359,4.942580223083496,5.158211708068848,0.958196464746097
NC_008819.1,NT-v2-50M,24,1000000,0.3775720164609053,4.814327716827393,5.187077045440674,0.9281388486525528
NC_008819.1,NT-v2-50M,48,0,0.4260728982951205,6.9387526512146,7.139667987823486,0.9718592885619411
NC_008819.1,NT-v2-50M,48,100000,0.38080540858318634,6.884523868560791,7.286725044250488,0.9448035745486171
NC_008819.1,NT-v2-50M,48,250000,0.3713991769547325,6.8250041007995605,7.28221321105957,0.9372156380198204
NC_008819.1,NT-v2-50M,48,1000000,0.3422986478542034,6.710411548614502,7.265278339385986,0.923627593486201
NC_008819.1,compositional,11,0,0.8656672545561435,7.3149191845333394,2.855942969046469,2.5612973591610673
NC_008611.1,DNABERT-S,8,0,0.8727564102564103,3.2285208702087402,2.6965575218200684,1.1972749863795296
NC_008611.1,DNABERT-S,8,100000,0.7147435897435898,3.0147156715393066,2.723540782928467,1.10691041986078
NC_008611.1,DNABERT-S,8,250000,0.771474358974359,3.101585626602173,2.730087995529175,1.136075332253527
NC_008611.1,DNABERT-S,8,1000000,0.7798076923076923,3.1142818927764893,2.7371490001678467,1.1377831066505755
NC_008611.1,DNABERT-S,16,0,0.969551282051282,4.866095066070557,3.876908540725708,1.2551482747023188
NC_008611.1,DNABERT-S,16,100000,0.9246794871794872,4.749638080596924,3.9394993782043457,1.2056450895448156
NC_008611.1,DNABERT-S,16,250000,0.9310897435897436,4.788990020751953,3.9156694412231445,1.223032253523425
NC_008611.1,DNABERT-S,16,1000000,0.9259615384615385,4.759015083312988,3.9092204570770264,1.2173821189075031
NC_008611.1,DNABERT-S,24,0,0.9467948717948718,5.783595085144043,4.803192138671875,1.2041148715619063
NC_008611.1,DNABERT-S,24,100000,0.8673076923076923,5.608700275421143,4.86687707901001,1.152422833855921
NC_008611.1,DNABERT-S,24,250000,0.892948717948718,5.704539775848389,4.8555827140808105,1.1748414375283256
NC_008611.1,DNABERT-S,24,1000000,0.885576923076923,5.665121555328369,4.876558303833008,1.1617048751115198
NC_008611.1,DNABERT-S,48,0,0.9201923076923076,8.791290283203125,6.918128490447998,1.2707613475727488
NC_008611.1,DNABERT-S,48,100000,0.8772435897435897,8.670602798461914,6.987622261047363,1.2408516766563582
NC_008611.1,DNABERT-S,48,250000,0.8993589743589744,8.770296096801758,6.977272987365723,1.2569805012191437
NC_008611.1,DNABERT-S,48,1000000,0.8711538461538462,8.676451683044434,6.993705749511719,1.2406086263566636
NC_008611.1,DNABERT-2,8,0,0.9102564102564102,4.4829816818237305,2.7687153816223145,1.6191558408567623
NC_008611.1,DNABERT-2,8,100000,0.9099358974358974,4.497081279754639,2.8192427158355713,1.5951380328109803
NC_008611.1,DNABERT-2,8,250000,0.9266025641025641,4.710314750671387,2.814730405807495,1.6734514754780156
NC_008611.1,DNABERT-2,8,1000000,0.8740384615384615,4.431764602661133,2.8319876194000244,1.5648954721066302
NC_008611.1,DNABERT-2,16,0,0.9423076923076923,5.794342994689941,3.9694275856018066,1.459742713460147
NC_008611.1,DNABERT-2,16,100000,0.9435897435897436,5.723066329956055,4.016623020172119,1.4248452745537499
NC_008611.1,DNABERT-2,16,250000,0.9352564102564103,5.897473335266113,4.017171859741211,1.4680659780500485
NC_008611.1,DNABERT-2,16,1000000,0.9038461538461539,5.701727390289307,3.9970219135284424,1.4264939031209876
NC_008611.1,DNABERT-2,24,0,0.9352564102564103,6.816043853759766,4.880593299865723,1.3965605070898435
NC_008611.1,DNABERT-2,24,100000,0.9224358974358975,6.781064510345459,4.933325290679932,1.3745423443202271
NC_008611.1,DNABERT-2,24,250000,0.9166666666666666,6.906589508056641,4.940737247467041,1.397886421018934
NC_008611.1,DNABERT-2,24,1000000,0.8875,6.677620887756348,4.940800666809082,1.3515260659299086
NC_008611.1,DNABERT-2,48,0,0.9782051282051282,9.297599792480469,6.907200813293457,1.3460734737270847
NC_008611.1,DNABERT-2,48,100000,0.9839743589743589,9.240641593933105,6.981290340423584,1.3236294643738362
NC_008611.1,DNABERT-2,48,250000,0.9663461538461539,9.377424240112305,6.975351810455322,1.3443657746490332
NC_008611.1,DNABERT-2,48,1000000,0.9246794871794872,9.118595123291016,6.99857759475708,1.302921200748296
NC_008611.1,NT-v2-50M,8,0,0.7009615384615384,2.9894137382507324,2.761310577392578,1.0826068471709347
NC_008611.1,NT-v2-50M,8,100000,0.6647435897435897,2.9242477416992188,2.782773494720459,1.0508392965676754
NC_008611.1,NT-v2-50M,8,250000,0.7342948717948717,3.0517449378967285,2.792186737060547,1.0929587542950046
NC_008611.1,NT-v2-50M,8,1000000,0.6548076923076923,2.9042325019836426,2.8208179473876953,1.0295710521386876
NC_008611.1,NT-v2-50M,16,0,0.7022435897435897,4.450061321258545,3.9254565238952637,1.1336417291007752
NC_008611.1,NT-v2-50M,16,100000,0.5900641025641026,4.196562767028809,3.9904191493988037,1.0516596402312932
NC_008611.1,NT-v2-50M,16,250000,0.6368589743589743,4.380853176116943,3.9960553646087646,1.0962944144658648
NC_008611.1,NT-v2-50M,16,1000000,0.6278846153846154,4.290019989013672,4.016074180603027,1.0682123377435997
NC_008611.1,NT-v2-50M,24,0,0.6785256410256411,5.526490211486816,4.922652721405029,1.1226650597260575
NC_008611.1,NT-v2-50M,24,100000,0.6064102564102564,5.328062534332275,4.98272180557251,1.0693076479552899
NC_008611.1,NT-v2-50M,24,250000,0.6416666666666667,5.497262954711914,4.999809265136719,1.0994945333302815
NC_008611.1,NT-v2-50M,24,1000000,0.6294871794871795,5.358989715576172,5.023716926574707,1.0667379937806452
NC_008611.1,NT-v2-50M,48,0,0.6419871794871795,7.382006645202637,6.908166408538818,1.0685913176726793
NC_008611.1,NT-v2-50M,48,100000,0.569551282051282,7.249886989593506,7.006197452545166,1.0347819967534335
NC_008611.1,NT-v2-50M,48,250000,0.6009615384615384,7.330875396728516,6.995046615600586,1.0480095129572051
NC_008611.1,NT-v2-50M,48,1000000,0.5778846153846153,7.239017486572266,7.008203983306885,1.0329347581513273
NC_008611.1,compositional,11,0,0.9913461538461539,8.530076891765061,2.632678673912134,3.2400752041225953
NC_008750.1,DNABERT-S,8,0,0.6742321589882565,3.1182162761688232,2.7801411151885986,1.1216035974336829
NC_008750.1,DNABERT-S,8,100000,0.6254893104486601,2.89247727394104,2.664736747741699,1.0854645496942035
NC_008750.1,DNABERT-S,8,250000,0.6179990966576332,2.9789726734161377,2.7427096366882324,1.0861421980538881
NC_008750.1,DNABERT-S,8,1000000,0.6118262571514604,3.081101894378662,2.8967931270599365,1.0636251051540526
NC_008750.1,DNABERT-S,16,0,0.676001204456489,4.553161144256592,4.1053242683410645,1.1090868459208205
NC_008750.1,DNABERT-S,16,100000,0.6566922613670582,4.313202857971191,3.9957103729248047,1.0794583329156529
NC_008750.1,DNABERT-S,16,250000,0.648486901535682,4.415992736816406,4.062615394592285,1.086982721203316
NC_008750.1,DNABERT-S,16,1000000,0.6483363444745559,4.5077619552612305,4.166663646697998,1.0818636533893362
NC_008750.1,DNABERT-S,24,0,0.6775444143330323,5.685995578765869,5.034210681915283,1.1294711203073076
NC_008750.1,DNABERT-S,24,100000,0.6875940981632038,5.467006206512451,4.880392074584961,1.1201981568207053
NC_008750.1,DNABERT-S,24,250000,0.6830773863294188,5.568387985229492,4.945971488952637,1.125843122562896
NC_008750.1,DNABERT-S,24,1000000,0.6591388136103583,5.587120532989502,5.0444207191467285,1.1075841695326658
NC_008750.1,DNABERT-S,48,0,0.6690379403794038,8.32178020477295,7.346377372741699,1.132773308876076
NC_008750.1,DNABERT-S,48,100000,0.6755495332731105,8.181075096130371,7.181736469268799,1.139149999604945
NC_008750.1,DNABERT-S,48,250000,0.6749849442938873,8.235522270202637,7.268852710723877,1.132987914042145
NC_008750.1,DNABERT-S,48,1000000,0.6503688647997591,8.16905403137207,7.436641693115234,1.0984869741586307
NC_008750.1,DNABERT-2,8,0,0.5272884673291177,3.323225736618042,3.6170971393585205,0.9187549044390343
NC_008750.1,DNABERT-2,8,100000,0.43424420355314663,3.0725152492523193,3.411109685897827,0.9007377458293642
NC_008750.1,DNABERT-2,8,250000,0.4755344775669979,3.212235450744629,3.649184226989746,0.8802612449617099
NC_008750.1,DNABERT-2,8,1000000,0.5012044564890094,3.298968553543091,3.7129626274108887,0.8885003391061647
NC_008750.1,DNABERT-2,16,0,0.4923968684131286,4.590245723724365,4.775436878204346,0.9612200602367472
NC_008750.1,DNABERT-2,16,100000,0.47530864197530864,4.504781723022461,4.570295810699463,0.9856652412905905
NC_008750.1,DNABERT-2,16,250000,0.4746311352002409,4.596367359161377,4.8068766593933105,0.9562066357952894
NC_008750.1,DNABERT-2,16,1000000,0.49409063535079795,4.625828742980957,4.8585381507873535,0.9521029987654446
NC_008750.1,DNABERT-2,24,0,0.5109530261969286,5.58802604675293,5.607638359069824,0.9965025718384329
NC_008750.1,DNABERT-2,24,100000,0.4930367359229148,5.454043865203857,5.386773586273193,1.012488046481494
NC_008750.1,DNABERT-2,24,250000,0.49409063535079795,5.5534987449646,5.60194206237793,0.9913524065629542
NC_008750.1,DNABERT-2,24,1000000,0.5045919903643481,5.575220108032227,5.686019420623779,0.9805137294836398
NC_008750.1,DNABERT-2,48,0,0.5584537789822343,7.601292610168457,7.557833671569824,1.0057501845749943
NC_008750.1,DNABERT-2,48,100000,0.5355314664257753,7.460394859313965,7.336269378662109,1.016919427878818
NC_008750.1,DNABERT-2,48,250000,0.5427582053598313,7.558389186859131,7.529076099395752,1.0038933179949836
NC_008750.1,DNABERT-2,48,1000000,0.5394459500150557,7.5290985107421875,7.702291488647461,0.9775140971799697
NC_008750.1,NT-v2-50M,8,0,0.3260689551339958,2.7200050354003906,3.2662200927734375,0.8327684473616593
NC_008750.1,NT-v2-50M,8,100000,0.3398825654923216,2.8120388984680176,3.2910449504852295,0.8544516835157212
NC_008750.1,NT-v2-50M,8,250000,0.3477115326708823,2.7957258224487305,3.2710282802581787,0.8546932594016176
NC_008750.1,NT-v2-50M,8,1000000,0.36295543510990663,2.7319796085357666,3.13692307472229,0.8709106163776832
NC_008750.1,NT-v2-50M,16,0,0.4803523035230352,4.377799034118652,4.441838264465332,0.9855827190154597
NC_008750.1,NT-v2-50M,16,100000,0.44579945799457993,4.247592449188232,4.40756893157959,0.9637041451024965
NC_008750.1,NT-v2-50M,16,250000,0.4739912676904547,4.328075408935547,4.434587001800537,0.9759816206510901
